Date,Ticker,Company,Sector,Open,High,Low,Close,Volume,Daily_Return,SMA_20,SMA_50,Rolling_Volatility,Drawdown,Risk_Category
2026-06-01,BHARTIARTL.NS,Bharti Airtel,Telecom,889.52,907.96,870.44,894.26,1149670,-0.028613,898.98,893.41,0.270805,-0.224579,High
2026-06-02,BHARTIARTL.NS,Bharti Airtel,Telecom,902.0,924.12,901.68,907.06,1151902,0.014309,899.7,893.03,0.275014,-0.213483,High
2026-06-03,BHARTIARTL.NS,Bharti Airtel,Telecom,906.63,907.95,896.51,903.1,1150137,-0.004358,899.71,893.07,0.27261,-0.216911,High
2026-06-04,BHARTIARTL.NS,Bharti Airtel,Telecom,918.38,922.02,918.3,921.63,1149743,0.02051,901.08,894.07,0.279084,-0.20085,High
2026-06-05,BHARTIARTL.NS,Bharti Airtel,Telecom,931.79,980.59,924.13,924.64,1151841,0.003266,903.42,894.97,0.269011,-0.19824,High
2026-06-08,BHARTIARTL.NS,Bharti Airtel,Telecom,915.32,932.87,906.38,925.14,1151210,0.000548,904.8,896.23,0.258754,-0.197801,High
2026-06-09,BHARTIARTL.NS,Bharti Airtel,Telecom,926.73,938.65,920.52,931.63,1149943,0.007012,906.78,897.54,0.257744,-0.192176,High
2026-06-10,BHARTIARTL.NS,Bharti Airtel,Telecom,935.18,937.48,923.71,936.98,1150583,0.005741,909.56,899.15,0.252314,-0.187538,High
2026-06-11,BHARTIARTL.NS,Bharti Airtel,Telecom,915.0,916.89,914.07,915.15,1150265,-0.023298,911.64,900.26,0.266206,-0.206467,High
2026-06-12,BHARTIARTL.NS,Bharti Airtel,Telecom,932.21,971.66,916.76,929.13,1151488,0.015277,913.54,901.54,0.262398,-0.194344,High
2026-06-15,BHARTIARTL.NS,Bharti Airtel,Telecom,928.19,945.67,927.26,929.13,1151306,3e-06,913.98,902.57,0.236285,-0.194342,High
2026-06-16,BHARTIARTL.NS,Bharti Airtel,Telecom,928.41,937.25,920.74,929.91,1150944,0.000836,914.94,903.5,0.232678,-0.193669,High
2026-06-17,BHARTIARTL.NS,Bharti Airtel,Telecom,932.59,968.71,926.52,935.74,1150775,0.006274,916.3,904.48,0.232998,-0.18861,High
2026-06-18,BHARTIARTL.NS,Bharti Airtel,Telecom,944.23,960.65,940.63,947.98,1149167,0.013074,918.04,905.27,0.236324,-0.178001,High
2026-06-19,BHARTIARTL.NS,Bharti Airtel,Telecom,958.95,982.19,953.57,962.38,1149910,0.015196,921.64,906.58,0.217736,-0.16551,High
2026-06-22,BHARTIARTL.NS,Bharti Airtel,Telecom,971.37,979.98,971.36,971.75,1152587,0.009734,926.01,908.06,0.214902,-0.157387,High
2026-06-23,BHARTIARTL.NS,Bharti Airtel,Telecom,940.19,956.99,934.67,948.95,1153772,-0.023459,928.04,908.84,0.220342,-0.177154,High
2026-06-24,BHARTIARTL.NS,Bharti Airtel,Telecom,951.0,952.01,947.3,948.46,1150747,-0.000524,930.23,910.27,0.219355,-0.177585,High
2026-06-25,BHARTIARTL.NS,Bharti Airtel,Telecom,936.99,955.6,900.95,936.66,1151283,-0.012435,931.01,911.08,0.217208,-0.187811,High
2026-06-26,BHARTIARTL.NS,Bharti Airtel,Telecom,938.87,940.9,937.79,939.42,1151276,0.002948,931.95,911.97,0.217254,-0.185417,High
2026-06-29,BHARTIARTL.NS,Bharti Airtel,Telecom,942.6,963.04,894.25,937.27,1151921,-0.002291,934.11,912.71,0.187567,-0.187283,High
2026-06-30,BHARTIARTL.NS,Bharti Airtel,Telecom,967.41,970.48,954.76,964.54,1150810,0.029091,936.98,914.1,0.20639,-0.163641,High
2026-07-01,BHARTIARTL.NS,Bharti Airtel,Telecom,947.53,951.56,936.7,946.92,1149128,-0.018264,939.17,915.03,0.218645,-0.178916,High
2026-07-02,BHARTIARTL.NS,Bharti Airtel,Telecom,950.59,986.23,925.44,947.49,1148694,0.0006,940.46,915.89,0.208012,-0.178424,High
2026-07-03,BHARTIARTL.NS,Bharti Airtel,Telecom,946.46,958.5,929.58,949.41,1149986,0.00203,941.7,917.07,0.207916,-0.176756,High
2024-07-04,HDFCBANK.NS,HDFC Bank,Banking,1718.92,1791.74,1712.68,1716.13,1972727,-0.003712,1631.42,1586.65,0.166679,-0.003712,Low
2024-07-05,HDFCBANK.NS,HDFC Bank,Banking,1703.63,1740.26,1671.73,1695.9,1975398,-0.011787,1636.7,1590.09,0.174512,-0.015455,Low
2024-07-08,HDFCBANK.NS,HDFC Bank,Banking,1680.64,1713.33,1675.03,1683.25,1973515,-0.007457,1642.8,1593.25,0.160356,-0.022797,Low
2024-07-09,HDFCBANK.NS,HDFC Bank,Banking,1671.2,1678.05,1657.22,1664.83,1975318,-0.010946,1647.22,1595.92,0.166915,-0.033494,Low
2024-07-10,HDFCBANK.NS,HDFC Bank,Banking,1663.58,1666.73,1621.7,1655.7,1973236,-0.005482,1649.77,1598.83,0.15901,-0.038792,Low
2024-07-11,HDFCBANK.NS,HDFC Bank,Banking,1661.01,1712.73,1566.28,1661.71,1972827,0.003633,1652.96,1601.42,0.157562,-0.0353,Low
2024-07-12,HDFCBANK.NS,HDFC Bank,Banking,1683.28,1683.43,1657.08,1679.85,1971981,0.010914,1656.4,1603.89,0.159252,-0.024771,Low
2024-07-15,HDFCBANK.NS,HDFC Bank,Banking,1695.76,1710.16,1647.4,1697.65,1974358,0.010597,1660.57,1607.29,0.162048,-0.014436,Low
2024-07-16,HDFCBANK.NS,HDFC Bank,Banking,1666.66,1684.25,1666.44,1676.07,1972242,-0.012711,1663.97,1610.28,0.169588,-0.026964,Low
2024-07-17,HDFCBANK.NS,HDFC Bank,Banking,1683.74,1711.47,1682.8,1690.05,1972566,0.00834,1667.26,1613.59,0.168619,-0.018849,Low
2024-07-18,HDFCBANK.NS,HDFC Bank,Banking,1715.75,1723.17,1689.62,1712.96,1973680,0.013552,1672.4,1616.51,0.168461,-0.005552,Low
2024-07-19,HDFCBANK.NS,HDFC Bank,Banking,1707.83,1718.42,1695.21,1708.86,1971030,-0.002389,1677.25,1618.82,0.169438,-0.007927,Low
2024-07-22,HDFCBANK.NS,HDFC Bank,Banking,1739.47,1788.98,1675.76,1733.08,1972902,0.014172,1683.05,1622.12,0.17404,0.0,Low
2024-07-23,HDFCBANK.NS,HDFC Bank,Banking,1734.72,1775.52,1725.36,1751.24,1975675,0.010476,1689.51,1626.02,0.175758,0.0,Low
2024-07-24,HDFCBANK.NS,HDFC Bank,Banking,1712.94,1731.23,1698.4,1727.16,1972335,-0.013752,1695.43,1629.74,0.181769,-0.013752,Low
2024-07-25,HDFCBANK.NS,HDFC Bank,Banking,1757.95,1805.93,1738.16,1771.49,1970931,0.025667,1701.63,1634.2,0.184133,0.0,Low
2024-07-26,HDFCBANK.NS,HDFC Bank,Banking,1759.5,1765.63,1749.62,1758.03,1970799,-0.007594,1705.93,1637.82,0.183282,-0.007594,Low
2024-07-29,HDFCBANK.NS,HDFC Bank,Banking,1765.84,1793.23,1702.5,1778.1,1972065,0.011412,1710.25,1641.78,0.183034,0.0,Low
2024-07-30,HDFCBANK.NS,HDFC Bank,Banking,1800.53,1828.62,1780.81,1797.65,1975159,0.010997,1714.11,1645.94,0.178047,0.0,Low
2024-07-31,HDFCBANK.NS,HDFC Bank,Banking,1780.42,1788.9,1759.06,1773.74,1972116,-0.013299,1716.67,1649.85,0.186434,-0.013299,Low
2024-08-01,HDFCBANK.NS,HDFC Bank,Banking,1791.7,1804.73,1727.66,1778.22,1974241,0.002524,1719.78,1653.65,0.185419,-0.010808,Low
2024-08-02,HDFCBANK.NS,HDFC Bank,Banking,1810.16,1846.13,1787.44,1797.52,1974488,0.010856,1724.86,1657.99,0.180702,-7e-05,Low
2024-08-05,HDFCBANK.NS,HDFC Bank,Banking,1767.24,1847.34,1722.15,1773.41,1972715,-0.013417,1729.37,1662.42,0.186414,-0.013486,Low
2024-08-06,HDFCBANK.NS,HDFC Bank,Banking,1761.45,1796.36,1758.01,1776.28,1974399,0.001622,1734.94,1666.73,0.17944,-0.011886,Low
2024-08-07,HDFCBANK.NS,HDFC Bank,Banking,1791.59,1797.54,1786.17,1797.27,1970144,0.011816,1742.02,1671.46,0.178708,-0.00021,Low
2024-08-08,HDFCBANK.NS,HDFC Bank,Banking,1828.73,1840.06,1737.6,1819.84,1975303,0.012557,1749.92,1677.01,0.181143,0.0,Low
2024-08-09,HDFCBANK.NS,HDFC Bank,Banking,1809.03,1826.38,1758.88,1812.56,1976008,-0.004003,1756.56,1681.81,0.182002,-0.004003,Low
2024-08-12,HDFCBANK.NS,HDFC Bank,Banking,1845.26,1856.95,1831.67,1845.48,1976048,0.018166,1763.95,1687.53,0.187608,0.0,Low
2024-08-13,HDFCBANK.NS,HDFC Bank,Banking,1868.71,1890.04,1840.19,1873.93,1971255,0.015412,1773.84,1693.59,0.180304,0.0,Low
2024-08-14,HDFCBANK.NS,HDFC Bank,Banking,1894.85,1923.31,1799.21,1879.98,1972917,0.003232,1783.34,1699.88,0.180207,0.0,Low
2024-08-15,HDFCBANK.NS,HDFC Bank,Banking,1857.43,1870.52,1850.8,1866.9,1973321,-0.006956,1791.04,1705.34,0.182591,-0.006956,Low
2024-08-16,HDFCBANK.NS,HDFC Bank,Banking,1843.91,1852.71,1841.61,1843.29,1976803,-0.012648,1797.76,1710.4,0.191066,-0.019516,Low
2024-08-19,HDFCBANK.NS,HDFC Bank,Banking,1862.37,1882.17,1830.69,1852.11,1975222,0.004784,1803.71,1716.22,0.187214,-0.014826,Low
2024-08-20,HDFCBANK.NS,HDFC Bank,Banking,1901.4,1912.21,1879.7,1884.05,1973325,0.017244,1810.35,1722.37,0.192089,0.0,Low
2024-08-21,HDFCBANK.NS,HDFC Bank,Banking,1875.29,2015.07,1869.46,1881.83,1972941,-0.001177,1818.08,1727.91,0.18182,-0.001177,Low
2024-08-22,HDFCBANK.NS,HDFC Bank,Banking,1873.46,1889.33,1802.38,1864.51,1974833,-0.009207,1822.74,1733.24,0.169327,-0.010373,Low
2024-08-23,HDFCBANK.NS,HDFC Bank,Banking,1877.0,1940.53,1876.79,1882.95,1973434,0.009894,1828.98,1738.68,0.166699,-0.000582,Low
2024-08-26,HDFCBANK.NS,HDFC Bank,Banking,1900.61,1965.27,1839.55,1887.61,1970482,0.002473,1834.46,1744.15,0.164064,0.0,Low
2024-08-27,HDFCBANK.NS,HDFC Bank,Banking,1916.04,1968.0,1878.88,1899.62,1974529,0.006361,1839.56,1749.98,0.161894,0.0,Low
2024-08-28,HDFCBANK.NS,HDFC Bank,Banking,1880.86,1890.62,1857.74,1889.26,1973788,-0.00545,1845.33,1755.28,0.153727,-0.00545,Low
2024-08-29,HDFCBANK.NS,HDFC Bank,Banking,1888.43,1972.04,1850.83,1882.28,1975136,-0.003696,1850.53,1760.72,0.155665,-0.009125,Low
2024-08-30,HDFCBANK.NS,HDFC Bank,Banking,1882.34,1886.23,1856.07,1871.92,1972642,-0.005503,1854.25,1765.93,0.155397,-0.014578,Low
2024-09-02,HDFCBANK.NS,HDFC Bank,Banking,1880.7,1884.46,1877.24,1883.47,1971912,0.00617,1859.76,1771.25,0.144682,-0.008498,Low
2024-09-03,HDFCBANK.NS,HDFC Bank,Banking,1882.3,1897.41,1874.11,1877.16,1973009,-0.003351,1864.8,1776.35,0.146402,-0.011821,Low
2024-09-04,HDFCBANK.NS,HDFC Bank,Banking,1896.41,1902.57,1850.93,1890.74,1973439,0.007235,1869.48,1782.0,0.143537,-0.004672,Low
2024-09-05,HDFCBANK.NS,HDFC Bank,Banking,1897.26,1903.06,1871.35,1878.39,1973605,-0.006533,1872.4,1786.61,0.141918,-0.011174,Low
2024-09-06,HDFCBANK.NS,HDFC Bank,Banking,1871.32,1899.57,1870.52,1889.94,1972547,0.006151,1876.27,1790.97,0.141155,-0.005092,Low
2024-09-09,HDFCBANK.NS,HDFC Bank,Banking,1905.49,1914.19,1794.22,1906.02,1974460,0.008507,1879.3,1795.26,0.130352,0.0,Low
2024-09-10,HDFCBANK.NS,HDFC Bank,Banking,1902.18,1947.29,1789.99,1914.14,1972310,0.00426,1881.31,1799.13,0.120361,0.0,Low
2024-09-11,HDFCBANK.NS,HDFC Bank,Banking,1935.23,1941.24,1921.31,1935.1,1973335,0.010949,1884.07,1803.39,0.125203,0.0,Low
2024-09-12,HDFCBANK.NS,HDFC Bank,Banking,1917.97,1948.13,1917.23,1925.51,1973991,-0.004956,1887.0,1807.57,0.123607,-0.004956,Low
2024-09-13,HDFCBANK.NS,HDFC Bank,Banking,1939.17,2066.87,1901.38,1941.65,1974269,0.00838,1891.91,1812.49,0.113651,0.0,Low
2024-09-16,HDFCBANK.NS,HDFC Bank,Banking,1939.23,1964.29,1887.52,1947.75,1973216,0.003142,1896.7,1817.78,0.113387,0.0,Low
2024-09-17,HDFCBANK.NS,HDFC Bank,Banking,1932.39,1962.16,1927.03,1930.89,1973148,-0.008653,1899.04,1823.1,0.105872,-0.008653,Low
2024-09-18,HDFCBANK.NS,HDFC Bank,Banking,1900.67,2000.05,1886.39,1890.52,1974515,-0.020911,1899.47,1827.8,0.131856,-0.029382,Low
2024-09-19,HDFCBANK.NS,HDFC Bank,Banking,1852.02,1859.6,1804.04,1855.48,1973468,-0.018533,1899.02,1831.67,0.144308,-0.047371,Low
2024-09-20,HDFCBANK.NS,HDFC Bank,Banking,1823.43,1838.27,1741.24,1810.48,1972698,-0.02425,1895.4,1834.28,0.162386,-0.070473,Low
2024-09-23,HDFCBANK.NS,HDFC Bank,Banking,1829.65,1881.75,1777.44,1820.15,1971613,0.005337,1892.02,1836.73,0.163724,-0.065512,Low
2024-09-24,HDFCBANK.NS,HDFC Bank,Banking,1832.8,1906.83,1808.25,1814.35,1973270,-0.003186,1887.76,1839.5,0.160921,-0.068489,Low
2024-09-25,HDFCBANK.NS,HDFC Bank,Banking,1820.77,1845.88,1802.58,1817.03,1973193,0.001481,1884.15,1842.04,0.160971,-0.067109,Low
2024-09-26,HDFCBANK.NS,HDFC Bank,Banking,1813.65,1818.43,1788.67,1814.21,1974557,-0.001553,1880.75,1844.06,0.160833,-0.068558,Low
2024-09-27,HDFCBANK.NS,HDFC Bank,Banking,1812.63,1890.63,1807.88,1827.12,1973704,0.007112,1878.51,1846.43,0.163187,-0.061934,Low
2024-09-30,HDFCBANK.NS,HDFC Bank,Banking,1833.53,1846.01,1827.02,1840.72,1974787,0.007446,1876.37,1848.58,0.164008,-0.054949,Low
2024-10-01,HDFCBANK.NS,HDFC Bank,Banking,1840.61,1854.55,1831.42,1842.52,1973281,0.000978,1874.64,1850.41,0.163939,-0.054025,Low
2024-10-02,HDFCBANK.NS,HDFC Bank,Banking,1844.76,1858.62,1825.05,1845.59,1972927,0.001665,1872.38,1852.78,0.161455,-0.052449,Low
2024-10-03,HDFCBANK.NS,HDFC Bank,Banking,1871.22,1887.86,1829.66,1849.5,1971728,0.002119,1870.93,1854.34,0.160554,-0.050441,Low
2024-10-04,HDFCBANK.NS,HDFC Bank,Banking,1877.9,1923.87,1830.47,1879.84,1971065,0.016406,1870.43,1856.77,0.170215,-0.034863,Low
2024-10-07,HDFCBANK.NS,HDFC Bank,Banking,1822.24,1883.18,1784.02,1838.5,1974497,-0.021993,1867.05,1857.98,0.18341,-0.05609,Low
2024-10-08,HDFCBANK.NS,HDFC Bank,Banking,1831.54,1866.47,1758.37,1825.47,1974555,-0.007086,1862.62,1858.54,0.182911,-0.062779,Low
2024-10-09,HDFCBANK.NS,HDFC Bank,Banking,1849.97,1850.59,1794.88,1844.37,1973396,0.010356,1858.08,1859.95,0.182352,-0.053073,Low
2024-10-10,HDFCBANK.NS,HDFC Bank,Banking,1864.32,1891.93,1856.13,1868.61,1972904,0.013139,1855.24,1861.76,0.190052,-0.040631,Low
2024-10-11,HDFCBANK.NS,HDFC Bank,Banking,1898.59,1937.79,1867.26,1878.6,1974068,0.00535,1852.09,1863.38,0.188273,-0.035499,Low
2024-10-14,HDFCBANK.NS,HDFC Bank,Banking,1857.82,1892.15,1838.48,1875.61,1973482,-0.001595,1848.48,1865.42,0.187446,-0.037038,Low
2024-10-15,HDFCBANK.NS,HDFC Bank,Banking,1928.53,2012.4,1916.15,1916.56,1972286,0.021834,1847.76,1868.23,0.203274,-0.016012,Low
2024-10-16,HDFCBANK.NS,HDFC Bank,Banking,1918.57,1971.41,1851.16,1921.37,1974548,0.002511,1849.3,1870.71,0.188212,-0.013541,Low
2024-10-17,HDFCBANK.NS,HDFC Bank,Banking,1913.85,1952.31,1912.55,1922.99,1975344,0.000841,1852.68,1872.77,0.173718,-0.012712,Low
2024-10-18,HDFCBANK.NS,HDFC Bank,Banking,1976.65,1978.56,1941.8,1953.21,1972814,0.015714,1859.82,1875.59,0.150458,0.0,Low
2024-10-21,HDFCBANK.NS,HDFC Bank,Banking,1971.97,2003.22,1939.92,1964.73,1973201,0.005901,1867.05,1877.97,0.150546,0.0,Low
2024-10-22,HDFCBANK.NS,HDFC Bank,Banking,1983.79,2059.04,1962.08,1986.76,1972658,0.01121,1875.67,1880.23,0.150266,0.0,Low
2024-10-23,HDFCBANK.NS,HDFC Bank,Banking,2008.49,2026.1,1976.48,2011.7,1973975,0.012554,1885.4,1882.86,0.152353,0.0,Low
2024-10-24,HDFCBANK.NS,HDFC Bank,Banking,2006.96,2061.78,1981.66,2004.2,1975243,-0.003725,1894.9,1885.61,0.153807,-0.003725,Low
2024-10-25,HDFCBANK.NS,HDFC Bank,Banking,2041.06,2057.32,2033.1,2045.79,1971956,0.020748,1905.83,1889.66,0.163555,0.0,Low
2024-10-28,HDFCBANK.NS,HDFC Bank,Banking,2003.38,2028.74,1983.74,1990.44,1973751,-0.027054,1913.32,1892.42,0.200415,-0.027054,Low
2024-10-29,HDFCBANK.NS,HDFC Bank,Banking,1948.07,1978.61,1877.76,1947.22,1972388,-0.021717,1918.55,1893.69,0.220162,-0.048183,Low
2024-10-30,HDFCBANK.NS,HDFC Bank,Banking,1943.04,1976.07,1924.32,1933.2,1974166,-0.007196,1922.93,1894.72,0.223027,-0.055032,Low
2024-10-31,HDFCBANK.NS,HDFC Bank,Banking,1926.89,1988.8,1915.37,1924.89,1973468,-0.0043,1926.7,1895.92,0.224301,-0.059095,Low
2024-11-01,HDFCBANK.NS,HDFC Bank,Banking,1942.18,1949.97,1918.32,1933.77,1974446,0.004614,1929.4,1896.94,0.218143,-0.054754,Low
2024-11-04,HDFCBANK.NS,HDFC Bank,Banking,1932.57,1941.39,1915.33,1919.66,1974599,-0.0073,1933.46,1897.58,0.202849,-0.061654,Low
2024-11-05,HDFCBANK.NS,HDFC Bank,Banking,1936.48,1971.85,1899.95,1920.34,1975263,0.000356,1938.2,1897.99,0.200011,-0.06132,Low
2024-11-06,HDFCBANK.NS,HDFC Bank,Banking,1921.53,1927.15,1885.37,1916.82,1974807,-0.001833,1941.82,1898.55,0.198426,-0.063041,Low
2024-11-07,HDFCBANK.NS,HDFC Bank,Banking,1953.35,1980.22,1908.17,1961.85,1972113,0.023491,1946.49,1900.14,0.20924,-0.04103,Low
2024-11-08,HDFCBANK.NS,HDFC Bank,Banking,1943.3,1945.57,1907.07,1944.98,1972821,-0.008599,1949.8,1901.6,0.21257,-0.049276,Low
2024-11-11,HDFCBANK.NS,HDFC Bank,Banking,1908.9,1913.5,1904.33,1909.15,1973246,-0.018421,1951.48,1902.11,0.224229,-0.066789,Low
2024-11-12,HDFCBANK.NS,HDFC Bank,Banking,1928.93,1967.44,1911.32,1934.48,1974072,0.013267,1952.38,1903.26,0.215556,-0.054409,Low
2024-11-13,HDFCBANK.NS,HDFC Bank,Banking,1912.72,1959.46,1911.59,1919.82,1974936,-0.007575,1952.3,1903.84,0.217307,-0.061572,Low
2024-11-14,HDFCBANK.NS,HDFC Bank,Banking,1920.45,1923.98,1918.26,1918.77,1972647,-0.000548,1952.09,1904.65,0.217296,-0.062086,Low
2024-11-15,HDFCBANK.NS,HDFC Bank,Banking,1896.33,1913.09,1879.83,1905.7,1971584,-0.006812,1949.71,1904.96,0.210259,-0.068476,Low
2024-11-18,HDFCBANK.NS,HDFC Bank,Banking,1911.32,1925.64,1902.96,1922.64,1971654,0.008889,1947.61,1905.3,0.211849,-0.060195,Low
2024-11-19,HDFCBANK.NS,HDFC Bank,Banking,1877.8,1909.98,1845.41,1893.84,1973944,-0.014978,1942.96,1904.89,0.212229,-0.074272,Low
2024-11-20,HDFCBANK.NS,HDFC Bank,Banking,1839.99,1843.71,1800.11,1835.58,1973335,-0.030765,1934.16,1902.9,0.227176,-0.102752,Low
2024-11-21,HDFCBANK.NS,HDFC Bank,Banking,1866.84,1882.94,1800.55,1863.66,1971313,0.015299,1927.13,1901.66,0.237795,-0.089025,Low
2024-11-22,HDFCBANK.NS,HDFC Bank,Banking,1866.78,1906.76,1826.74,1869.82,1971830,0.003303,1918.33,1900.23,0.221699,-0.086016,Low
2024-11-25,HDFCBANK.NS,HDFC Bank,Banking,1903.04,1935.87,1892.22,1893.63,1971924,0.012734,1913.49,1899.14,0.212559,-0.074377,Low
2024-11-26,HDFCBANK.NS,HDFC Bank,Banking,1912.27,1931.36,1898.94,1921.87,1972962,0.014914,1912.22,1898.96,0.208141,-0.060573,Low
2024-11-27,HDFCBANK.NS,HDFC Bank,Banking,1906.56,1938.59,1893.83,1902.93,1973438,-0.009852,1910.71,1899.21,0.209472,-0.069828,Low
2024-11-28,HDFCBANK.NS,HDFC Bank,Banking,1905.7,1980.79,1891.23,1905.18,1974246,0.00118,1909.72,1900.2,0.209127,-0.06873,Low
2024-11-29,HDFCBANK.NS,HDFC Bank,Banking,1909.97,1929.35,1904.97,1917.07,1974612,0.006241,1908.89,1902.34,0.209727,-0.062918,Low
2024-12-02,HDFCBANK.NS,HDFC Bank,Banking,1910.94,1927.13,1907.99,1915.66,1972713,-0.000736,1908.69,1904.25,0.208131,-0.063608,Low
2024-12-03,HDFCBANK.NS,HDFC Bank,Banking,1904.39,1934.1,1883.37,1909.83,1976707,-0.003044,1908.16,1906.16,0.208398,-0.066458,Low
2024-12-04,HDFCBANK.NS,HDFC Bank,Banking,1908.55,1916.62,1869.71,1906.14,1974853,-0.001929,1907.63,1907.94,0.208409,-0.068259,Low
2024-12-05,HDFCBANK.NS,HDFC Bank,Banking,1936.38,1967.01,1895.6,1930.66,1974714,0.012859,1906.07,1910.27,0.195391,-0.056278,Low
2024-12-06,HDFCBANK.NS,HDFC Bank,Banking,1921.83,1977.52,1904.55,1925.94,1971967,-0.002443,1905.12,1912.24,0.193313,-0.058583,Low
2024-12-09,HDFCBANK.NS,HDFC Bank,Banking,1933.14,1957.94,1911.72,1940.05,1971539,0.007324,1906.66,1914.23,0.182835,-0.051688,Low
2024-12-10,HDFCBANK.NS,HDFC Bank,Banking,1949.99,1983.27,1927.42,1948.65,1972031,0.004434,1907.37,1916.35,0.1775,-0.047483,Low
2024-12-11,HDFCBANK.NS,HDFC Bank,Banking,1912.48,1958.93,1878.74,1928.41,1973502,-0.010387,1907.8,1918.01,0.179451,-0.057377,Low
2024-12-12,HDFCBANK.NS,HDFC Bank,Banking,1936.3,1937.45,1934.55,1935.97,1975665,0.003923,1908.66,1919.74,0.179877,-0.053679,Low
2024-12-13,HDFCBANK.NS,HDFC Bank,Banking,1918.29,1924.12,1868.09,1903.42,1973513,-0.016813,1908.55,1920.21,0.188568,-0.069589,Low
2024-12-16,HDFCBANK.NS,HDFC Bank,Banking,1906.31,1977.32,1881.36,1913.05,1972368,0.005056,1908.07,1921.7,0.186654,-0.064885,Low
2024-12-17,HDFCBANK.NS,HDFC Bank,Banking,1931.71,2014.49,1925.32,1933.42,1972977,0.010652,1910.05,1923.86,0.18182,-0.054924,Low
2024-12-18,HDFCBANK.NS,HDFC Bank,Banking,1969.16,2013.95,1957.65,1959.13,1973540,0.013295,1916.22,1926.16,0.142404,-0.04236,Low
2024-12-19,HDFCBANK.NS,HDFC Bank,Banking,1946.35,2020.55,1935.69,1939.03,1973473,-0.010258,1919.99,1927.56,0.142739,-0.052184,Low
2024-12-20,HDFCBANK.NS,HDFC Bank,Banking,1928.82,1939.4,1906.71,1928.23,1976012,-0.005573,1922.91,1928.56,0.14514,-0.057465,Low
2024-12-23,HDFCBANK.NS,HDFC Bank,Banking,1934.83,1943.66,1893.6,1935.4,1971951,0.003719,1925.0,1929.75,0.139363,-0.05396,Low
2024-12-24,HDFCBANK.NS,HDFC Bank,Banking,1914.03,1939.94,1902.33,1925.93,1973796,-0.004893,1925.2,1929.94,0.130852,-0.058589,Low
2024-12-25,HDFCBANK.NS,HDFC Bank,Banking,1889.82,1891.43,1871.71,1885.19,1972752,-0.021153,1924.32,1929.22,0.147399,-0.078503,Low
2024-12-26,HDFCBANK.NS,HDFC Bank,Banking,1861.97,1921.24,1786.0,1874.56,1975686,-0.005635,1922.79,1928.25,0.148395,-0.083696,Low
2024-12-27,HDFCBANK.NS,HDFC Bank,Banking,1862.03,1998.47,1855.34,1881.45,1973658,0.003675,1921.01,1926.81,0.147061,-0.080328,Low
2024-12-30,HDFCBANK.NS,HDFC Bank,Banking,1914.91,1964.81,1902.17,1905.3,1975969,0.012676,1920.49,1925.62,0.154759,-0.068671,Low
2024-12-31,HDFCBANK.NS,HDFC Bank,Banking,1946.86,1970.51,1930.84,1943.1,1977709,0.019839,1922.15,1924.75,0.169816,-0.050194,Low
2025-01-01,HDFCBANK.NS,HDFC Bank,Banking,1955.38,1965.64,1906.8,1946.81,1971761,0.00191,1924.18,1923.45,0.169509,-0.04838,Low
2025-01-02,HDFCBANK.NS,HDFC Bank,Banking,1953.1,1966.8,1924.28,1960.32,1973504,0.006939,1925.67,1922.58,0.165317,-0.041777,Low
2025-01-03,HDFCBANK.NS,HDFC Bank,Banking,1987.39,2000.89,1966.78,1982.77,1970537,0.011451,1928.51,1921.31,0.169001,-0.030804,Low
2025-01-06,HDFCBANK.NS,HDFC Bank,Banking,1933.9,1970.12,1836.85,1938.15,1975149,-0.022503,1928.41,1920.27,0.187537,-0.052614,Low
2025-01-07,HDFCBANK.NS,HDFC Bank,Banking,1913.69,1933.86,1875.56,1916.82,1975364,-0.011005,1926.82,1919.66,0.190695,-0.06304,Low
2025-01-08,HDFCBANK.NS,HDFC Bank,Banking,1929.34,2008.03,1918.16,1920.0,1974706,0.001656,1926.4,1919.4,0.187389,-0.061488,Low
2025-01-09,HDFCBANK.NS,HDFC Bank,Banking,1953.67,2011.6,1913.66,1955.13,1971365,0.018299,1927.36,1920.0,0.198174,-0.044314,Low
2025-01-10,HDFCBANK.NS,HDFC Bank,Banking,1963.25,1973.3,1962.53,1970.11,1973173,0.007661,1930.69,1920.73,0.188513,-0.036992,Low
2025-01-13,HDFCBANK.NS,HDFC Bank,Banking,1964.95,1982.64,1933.98,1978.46,1972246,0.004239,1933.97,1921.9,0.188348,-0.032911,Low
2025-01-14,HDFCBANK.NS,HDFC Bank,Banking,1977.88,2011.34,1967.32,1974.32,1973446,-0.002093,1936.01,1922.98,0.185774,-0.034935,Low
2025-01-15,HDFCBANK.NS,HDFC Bank,Banking,1995.39,2003.24,1949.38,1984.87,1973103,0.005345,1937.3,1924.35,0.18094,-0.029777,Low
2025-01-16,HDFCBANK.NS,HDFC Bank,Banking,1964.74,2018.78,1953.81,1972.46,1973406,-0.006252,1938.97,1924.56,0.178257,-0.035843,Low
2025-01-17,HDFCBANK.NS,HDFC Bank,Banking,1962.8,1989.14,1895.51,1956.06,1974279,-0.008316,1940.36,1924.78,0.17984,-0.043861,Low
2025-01-20,HDFCBANK.NS,HDFC Bank,Banking,1932.55,1949.31,1920.64,1941.7,1973621,-0.007339,1940.68,1925.43,0.181715,-0.050878,Low
